Feature1,Feature2,Feature3,Feature4,Target
5.2483570765056164,3.5751478551037628,1.3342009978155855,0.19373209027268282,ClassA
4.930867849414407,3.6039344628490926,1.387963791960606,0.29551423205012384,ClassA
5.323844269050346,3.295992583526453,1.6494587210246523,0.10142739536644563,ClassA
5.761514928204012,3.569676109148301,1.622074053086693,0.2504046515517845,ClassA
4.882923312638332,3.5879217419896046,1.4958196812071705,0.14697423816275593,ClassA
4.88293152152541,3.28569457459209,1.5234654766617564,0.12071271677376559,ClassA
5.789606407753696,4.059732353343427,1.755532979157685,0.18929696400454424,ClassA
5.383717364576454,3.6421498762735363,1.381685722232834,0.0964757677580626,ClassA
4.765262807032524,3.1426089508392057,1.6094194762340075,0.14463506946528182,ClassA
5.2712800217929825,3.6969660825901487,1.459561469513221,0.08021221074111516,ClassA
4.768291153593768,3.2075954989318034,1.456463759354556,0.39647251329163896,ClassA
4.767135123214872,3.7361253811227355,1.719755370397438,0.20352635519717288,ClassA
5.120981135783017,3.847578673702221,1.665083269797606,0.13002744920074144,ClassA
4.043359877671101,3.2537953044944867,1.6627019272001278,0.22139799107342223,ClassA
4.137541083743484,3.7890128387732966,1.7610957614308658,0.18876719503091702,ClassA
4.718856235379514,3.6238342780809494,1.504200768326552,0.1779030400466777,ClassA
4.493584439832788,3.746618047998347,1.6363905942589927,0.26141667000434254,ClassA
5.157123666297637,4.0690378947961845,1.4379466486813088,0.27575077100473055,ClassA
4.545987962239394,3.426383565199139,1.5648332704976884,0.14694988523894725,ClassA
4.293848149332354,3.2738791506927534,1.4739713891264632,0.14241817593553202,ClassA
5.732824384460777,3.233145671112343,1.5193991929985435,0.17249483028483562,ClassA
4.8871118497567325,3.2552569145103685,1.6190314050873826,-0.03019211647355849,ClassA
5.033764102343962,3.476869487175769,1.3363558633533055,0.04848089378014478,ClassA
4.287625906893272,3.602345592444993,1.918477455137092,0.3366874267444525,ClassA
4.727808637737409,3.583007239799006,1.2987965237000596,0.36449677135012837,ClassA
5.055461294854933,3.748154974710807,1.2571622774424536,0.17509639604436217,ClassA
4.424503211288848,3.503900567563372,1.7316221747000136,0.25765569630557666,ClassA
5.187849009172836,3.9360602231471953,1.6583325387925871,0.23112501545435363,ClassA
4.699680655040598,3.4206029500286133,1.6248239634104311,0.5078880808455237,ClassA
4.854153125103362,4.316050749976886,1.625669101852856,0.3119574911434577,ClassA
4.699146693885302,3.6877002043295017,1.4975506454306171,0.18720824085192336,ClassA
5.926139092254469,3.2428527330751153,1.3205491257028337,0.10444595593995742,ClassA
4.993251387631033,3.178732250581666,1.5151609116387452,0.039355367974242744,ClassA
4.47114453552205,3.6447417245729556,1.3645676576975776,0.22034636358672233,ClassA
5.411272456051594,3.432961164402245,1.6950239466835502,0.12436492547156967,ClassA
4.389578175014488,3.7142001482276275,1.4705885236995724,0.05777462904023259,ClassA
5.104431797502378,3.6419712873720633,1.3349005606414976,0.13534271157574734,ClassA
4.0201649380601125,3.478151326202938,1.4357228316694013,0.09184519963856051,ClassA
4.335906975550785,3.2459618845794784,1.582586290855125,0.3687141635072565,ClassA
5.098430617934562,3.0455458325942404,1.387255089439205,0.28816397569494506,ClassA
5.369233289997705,3.3660455143798935,1.3355559208867138,0.19920273586833828,ClassA
5.085684140594985,3.756919638297042,1.5487374422983824,0.3479944138890026,ClassA
4.9421758588058795,3.564228123239061,1.5489933142217445,0.20773683076476185,ClassA
4.849448152205356,3.1262783663864036,1.398611364925774,0.11387157986717364,ClassA
4.260739004816286,3.5519542777553545,1.4057923388763354,0.35231240772696576,ClassA
4.640077895802646,3.615595213918651,1.5464099874715274,0.2538910043684659,ClassA
4.769680614520106,3.23484276913966,1.2103831317005351,0.09627538456735436,ClassA
5.528561113109458,3.546117531783658,1.218507245124689,0.1809661321916392,ClassA
5.1718091447842305,3.5174626155338,1.3563111557495129,0.11243817466152428,ClassA
4.118479922318633,3.157108910650813,1.4573105696576305,0.0617200269035664,ClassA
6.162041984697398,3.107336208104485,4.655453782799002,1.7778532642594924,ClassB
5.807458859791842,3.1682353579104703,5.237678108474776,2.0728249921410393,ClassB
5.6615389998470205,3.3249153729525833,4.92882981160101,1.0804297278542576,ClassB
6.305838144420434,3.316140615610471,4.420030735018287,1.6688907710071712,ClassB
6.515499761247975,2.586699189612873,4.490491896048655,1.3048072292634518,ClassB
6.465640059558099,2.718652488025463,3.9987353176810956,1.3538623848705913,ClassB
5.580391238388681,3.154510580162598,4.490743432003805,1.3222818227283393,ClassB
5.845393812074393,3.1541357852736627,4.355670680539931,1.2408027690960552,ClassB
6.165631715701782,3.1545143058918144,4.661359280169044,1.5145564883834481,ClassB
6.48777256356118,4.155819447196416,4.086384528223839,1.2507149650766887,ClassB
5.760412881077355,3.17126715320795,4.759673257120586,1.5811370477339517,ClassB
5.907170511668092,3.34066969205418,5.266369456501289,1.484928567165259,ClassB
5.446832512996986,3.2862005290479606,4.445619925771571,1.4283155859400771,ClassB
5.401896687959665,3.1954173753917394,4.700855861049471,1.2277309013875206,ClassB
6.406262911197099,2.905419226607896,4.845071995855556,1.3269686008295003,ClassB
6.678120014285412,3.22769076614798,4.299389764057082,1.7266173677477268,ClassB
5.963994939209833,2.7681524356387284,4.612046240905208,1.6502751562873141,ClassB
